name,item,gender,ability,level,tera_type,nature,evs.ev_hp,evs.ev_attack,evs.ev_defense,evs.ev_special_attack,evs.ev_special_defense,evs.ev_speed,ivs.iv_hp,ivs.iv_attack,ivs.iv_defense,ivs.iv_special_attack,ivs.iv_special_defense,ivs.iv_speed,moves.move_1,moves.move_2,moves.move_3,moves.move_4
Raging Bolt,Assault Vest,Genderless,Protosynthesis,50,Electric,Modest,244,0,76,100,20,68,31,20,31,31,31,31,Thunderclap,Electroweb,Snarl,Draco Meteor
Zamazenta-Crowned,Rusted Shield,Female,Dauntless Shield,50,Grass,Impish,92,4,156,0,4,252,31,31,31,31,31,31,Body Press,Heavy Slam,Wide Guard,Protect
Kyogre,Covert Cloak,Genderless,Drizzle,50,Electric,Modest,252,0,220,0,0,36,31,0,31,31,31,31,Water Spout,Thunder,Ice Beam,Protect
Flutter Mane,Booster Energy,Genderless,Protosynthesis,50,Normal,Timid,244,0,252,4,4,4,31,0,31,31,31,31,Moonblast,Shadow Ball,Icy Wind,Protect
Chien-Pao,Life Orb,Genderless,Sword of Ruin,50,Ghost,Adamant,28,236,4,0,4,236,31,31,31,31,31,31,Ice Spinner,Crunch,Ice Shard,Protect
Urshifu,Focus Sash,Female,Unseen Fist,50,Dark,Adamant,4,252,0,0,0,252,31,31,31,31,31,31,Wicked Blow,Close Combat,Sucker Punch,Detect
Rillaboom,Assault Vest,Male,Grassy Surge,50,Fire,Adamant,236,36,4,0,164,68,31,31,31,31,31,31,Wood Hammer,U-turn,Grassy Glide,Fake Out
Miraidon,Choice Scarf,Genderless,Hadron Engine,50,Electric,Modest,244,0,4,252,4,4,31,31,31,31,31,31,Electro Drift,Dragon Pulse,Volt Switch,Discharge
Zamazenta-Crowned,Rusted Shield,Female,Dauntless Shield,50,Fire,Jolly,156,0,156,0,0,196,31,31,31,31,31,31,Body Press,Heavy Slam,Iron Defense,Protect
Chien-Pao,Focus Sash,Genderless,Sword of Ruin,50,Stellar,Jolly,0,252,4,0,0,252,31,31,31,31,31,31,Icicle Crash,Crunch,Ice Shard,Protect
Grimmsnarl,Roseli Berry,Male,Prankster,50,Dark,Careful,252,4,180,0,36,36,31,31,31,31,31,31,Foul Play,Fake Out,Misty Terrain,Light Screen
Ting-Lu,Rocky Helmet,Genderless,Vessel of Ruin,50,Fairy,Bold,252,0,252,0,4,0,31,0,31,31,31,31,Ruination,Snarl,Stealth Rock,Protect
Amoonguss,Sitrus Berry,Female,Regenerator,50,Water,Bold,244,0,156,0,108,0,31,0,31,31,31,24,Pollen Puff,Spore,Rage Powder,Protect
Kyogre,Leftovers,Genderless,Drizzle,50,Poison,Modest,244,0,212,20,12,20,31,0,31,31,31,31,Origin Pulse,Ice Beam,Calm Mind,Protect
Zacian-Crowned,Rusted Sword,Female,Intrepid Sword,50,Dragon,Adamant,236,180,4,0,4,84,31,31,31,31,31,31,Behemoth Blade,Play Rough,Sacred Sword,Protect
Rillaboom,Assault Vest,Female,Grassy Surge,50,Water,Adamant,244,12,60,0,140,52,31,31,31,31,31,31,Wood Hammer,Grassy Glide,U-turn,Fake Out
Volcarona,Rocky Helmet,Female,Flame Body,50,Grass,Bold,252,0,252,0,4,0,31,0,31,31,31,31,Struggle Bug,Rage Powder,Will-O-Wisp,Tailwind
Flutter Mane,Booster Energy,Genderless,Protosynthesis,50,Fairy,Timid,252,0,44,60,132,20,31,0,31,31,31,31,Moonblast,Shadow Ball,Thunder Wave,Taunt
Dragonite,Loaded Dice,Male,Multiscale,50,Normal,Adamant,252,116,12,0,20,108,31,31,31,31,31,31,Scale Shot,Extreme Speed,Haze,Thunder Wave
Calyrex-Ice,Bright Powder,Genderless,As One,50,Water,Brave,252,196,0,0,60,0,31,31,31,31,31,0,Glacial Lance,High Horsepower,Trick Room,Protect
Necrozma-Dawn-Wings,Power Herb,Female,Prism Armor,50,Water,Quiet,252,0,76,180,0,0,31,0,31,31,31,0,Moongeist Beam,Expanding Force,Meteor Beam,Trick Room
Indeedee-F,Eject Button,Female,Psychic Surge,50,Fairy,Relaxed,252,0,196,0,60,0,31,0,31,31,31,0,Dazzling Gleam,Follow Me,Helping Hand,Trick Room
Alcremie,Iron Ball,Female,Sweet Veil,50,Grass,Relaxed,252,0,196,0,60,0,31,0,31,31,31,0,Dazzling Gleam,Decorate,Encore,Light Screen
Gallade,Scope Lens,Male,Sharpness,50,Grass,Brave,252,196,20,0,36,0,31,31,31,31,31,0,Psycho Cut,Sacred Sword,Leaf Blade,Wide Guard
Ursaluna,Flame Orb,Male,Guts,50,Fairy,Brave,140,252,0,0,116,0,31,31,31,31,31,0,Facade,Headlong Rush,Brick Break,Protect
Miraidon,Choice Specs,Genderless,Hadron Engine,50,Fairy,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Dazzling Gleam,Electro Drift,Draco Meteor,Volt Switch
Iron Hands,Assault Vest,Genderless,Quark Drive,50,Grass,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Wild Charge,Drain Punch,Fake Out,Low Kick
Calyrex-Ice,Leftovers,Genderless,As One,50,Water,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Glacial Lance,Leech Seed,Trick Room,Protect
Volcarona,Sitrus Berry,Male,Flame Body,50,Grass,Blank,0,0,0,0,0,0,31,0,31,31,31,31,Struggle Bug,Fiery Dance,Quiver Dance,Protect
Grimmsnarl,Light Clay,Male,Prankster,50,Ghost,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Spirit Break,Light Screen,Reflect,Thunder Wave
Ditto,Focus Sash,Female,Imposter,50,Stellar,Blank,0,0,0,0,0,0,31,30,31,31,31,31,Transform,Blank,Blank,Blank
Lunala,Safety Goggles,Genderless,Shadow Shield,50,Fairy,Quiet,196,0,52,252,4,0,31,0,31,31,31,0,Moongeist Beam,Expanding Force,Dazzling Gleam,Trick Room
Calyrex-Ice,Clear Amulet,Genderless,As One,50,Grass,Brave,252,172,0,0,84,0,31,31,31,31,31,0,Glacial Lance,High Horsepower,Seed Bomb,Trick Room
Indeedee-F,Focus Sash,Female,Psychic Surge,50,Ground,Relaxed,252,0,252,0,4,0,31,0,31,31,31,0,Psychic,Follow Me,Helping Hand,Trick Room
Ursaluna,Flame Orb,Male,Guts,50,Ghost,Brave,140,252,60,0,52,0,31,31,31,31,31,0,Facade,Headlong Rush,Roar,Protect
Urshifu-Rapid-Strike,Choice Band,Male,Unseen Fist,50,Water,Brave,188,172,0,0,148,0,31,31,31,31,31,5,Surging Strikes,Close Combat,U-turn,Aqua Jet
Torkoal,Charcoal,Female,Drought,50,Fire,Quiet,252,0,0,252,4,0,31,0,31,31,31,0,Eruption,Weather Ball,Clear Smog,Protect
Calyrex-Ice,Clear Amulet,Genderless,As One,50,Ground,Jolly,4,252,0,0,0,252,31,31,31,31,31,31,Glacial Lance,High Horsepower,Seed Bomb,Protect
Incineroar,Safety Goggles,Female,Intimidate,50,Water,Careful,252,148,4,0,92,12,31,31,31,31,31,31,Flare Blitz,Knock Off,Fake Out,Parting Shot
Annihilape,Assault Vest,Male,Defiant,50,Dark,Jolly,92,164,0,0,0,252,31,31,31,31,31,31,Rage Fist,Drain Punch,Bulldoze,Final Gambit
Terapagos-Terastal,Covert Cloak,Female,Tera Shell,50,Stellar,Modest,4,0,0,252,0,252,31,15,31,31,31,31,Tera Starstorm,Dark Pulse,Flamethrower,Protect
Raging Bolt,Life Orb,Genderless,Protosynthesis,50,Electric,Modest,68,0,4,236,20,180,31,20,31,31,31,31,Dragon Pulse,Thunderbolt,Thunderclap,Protect
Whimsicott,Focus Sash,Female,Prankster,50,Ghost,Timid,0,0,4,0,252,252,0,0,31,31,31,31,Endeavor,Fake Tears,Sunny Day,Tailwind
Miraidon,Life Orb,Genderless,Hadron Engine,50,Electric,Timid,4,0,0,252,0,252,31,31,31,31,31,31,Electro Drift,Draco Meteor,Discharge,Volt Switch
Calyrex-Ice,Weakness Policy,Genderless,As One,50,Ghost,Brave,252,196,0,0,60,0,31,31,31,31,31,31,Glacial Lance,High Horsepower,Trick Room,Substitute
Urshifu,Choice Band,Male,Unseen Fist,50,Dark,Brave,228,252,0,0,28,0,31,31,31,31,31,0,Wicked Blow,Close Combat,Sucker Punch,Iron Head
Oranguru,Electric Seed,Male,Telepathy,50,Water,Sassy,252,0,100,0,156,0,31,4,31,31,31,0,Knock Off,Instruct,Encore,Trick Room
Flamigo,Iron Ball,Female,Costar,50,Normal,Brave,28,236,244,0,0,0,31,31,31,31,31,0,Close Combat,Dual Wingbeat,Fling,Feint
Rabsca,Focus Sash,Female,Telepathy,50,Water,Relaxed,252,0,252,0,4,0,31,16,31,31,31,0,Pounce,Speed Swap,Revival Blessing,Trick Room
Calyrex-Shadow,Focus Sash,Genderless,As One (Spectrier),50,Ghost,Timid,4,0,0,252,0,252,31,0,31,31,31,31,Astral Barrage,Shadow Ball,Encore,Protect
Rillaboom,Assault Vest,Male,Grassy Surge,50,Grass,Adamant,252,36,0,0,220,0,31,31,31,31,31,31,U-turn,Fake Out,Grassy Glide,Wood Hammer
Incineroar,Rocky Helmet,Female,Intimidate,50,Bug,Careful,252,4,44,0,156,52,31,31,31,31,31,31,Parting Shot,Flare Blitz,Fake Out,Taunt
Amoonguss,Mental Herb,Female,Regenerator,50,Water,Bold,236,0,236,0,36,0,31,0,31,31,31,26,Spore,Pollen Puff,Protect,Rage Powder
Terapagos-Terastal,Leftovers,Male,Tera Shell,50,Stellar,Modest,180,0,84,156,4,84,31,15,31,31,31,31,Tera Starstorm,Substitute,Calm Mind,Protect
Urshifu-Rapid-Strike,Choice Scarf,Male,Unseen Fist,50,Water,Adamant,4,252,0,0,0,252,31,31,31,31,31,31,Surging Strikes,Close Combat,Aqua Jet,U-turn
Zamazenta-Crowned,Rusted Shield,Female,Dauntless Shield,50,Dragon,Impish,204,4,244,0,4,52,31,31,31,31,31,31,Body Press,Heavy Slam,Wide Guard,Protect
Chien-Pao,Life Orb,Genderless,Sword of Ruin,50,Stellar,Jolly,4,252,0,0,0,252,31,31,31,31,31,31,Icicle Crash,Ice Shard,Sucker Punch,Protect
Calyrex-Shadow,Focus Sash,Genderless,As One (Spectrier),50,Ghost,Timid,4,0,0,252,0,252,31,0,31,31,31,31,Astral Barrage,Psychic,Encore,Protect
Tornadus,Rocky Helmet,Male,Prankster,50,Dark,Bold,252,0,148,4,52,52,31,0,31,31,31,31,Bleakwind Storm,Rain Dance,Tailwind,Protect
Ting-Lu,Assault Vest,Genderless,Vessel of Ruin,50,Poison,Adamant,132,180,100,0,92,4,31,31,31,31,31,31,Earthquake,Rock Tomb,Ruination,Heavy Slam
Urshifu-Rapid-Strike,Choice Scarf,Female,Unseen Fist,50,Water,Adamant,4,252,0,0,0,252,31,31,31,31,31,31,Surging Strikes,Aqua Jet,Close Combat,U-turn
Lunala,Power Herb,Genderless,Shadow Shield,50,Fairy,Modest,100,0,28,252,124,4,31,0,31,31,31,31,Moongeist Beam,Dazzling Gleam,Meteor Beam,Trick Room
Koraidon,Clear Amulet,Genderless,Orichalcum Pulse,50,Fire,Jolly,0,252,4,0,0,252,31,31,31,31,31,31,Collision Course,Flame Charge,Flare Blitz,Protect
Incineroar,Rocky Helmet,Female,Intimidate,50,Ghost,Careful,252,4,76,0,132,44,31,31,31,31,31,31,Knock Off,Fake Out,Will-O-Wisp,Parting Shot
Thundurus,Wide Lens,Male,Prankster,50,Ghost,Calm,244,0,140,4,108,12,31,0,31,31,31,31,Wildbolt Storm,Thunder Wave,Eerie Impulse,Taunt
Landorus-Therian,Assault Vest,Male,Intimidate,50,Steel,Adamant,228,116,4,0,156,4,31,31,31,31,31,31,Earthquake,Stomping Tantrum,Rock Slide,U-turn
Flutter Mane,Focus Sash,Genderless,Protosynthesis,50,Normal,Timid,4,0,0,252,0,252,31,0,31,31,31,31,Moonblast,Shadow Ball,Icy Wind,Protect
Calyrex-Shadow,Leftovers,Genderless,As One (Spectrier),50,Fairy,Timid,252,0,108,4,4,140,31,0,31,31,31,31,Astral Barrage,Draining Kiss,Calm Mind,Protect
Incineroar,Safety Goggles,Male,Intimidate,50,Water,Impish,252,4,156,0,68,28,31,31,31,31,31,31,Knock Off,Fake Out,Parting Shot,Will-O-Wisp
Koraidon,Assault Vest,Genderless,Orichalcum Pulse,50,Fire,Adamant,252,252,0,0,0,4,31,31,31,31,31,31,Flare Blitz,Close Combat,Flame Charge,U-turn
Grimmsnarl,Light Clay,Male,Prankster,50,Ghost,Impish,252,4,156,0,60,36,31,31,31,31,31,31,Spirit Break,Reflect,Light Screen,Parting Shot
Flutter Mane,Choice Specs,Genderless,Protosynthesis,50,Fairy,Timid,20,0,36,196,4,252,31,0,31,31,31,31,Moonblast,Shadow Ball,Dazzling Gleam,Icy Wind
Clefairy,Eviolite,Male,Friend Guard,50,Water,Relaxed,252,0,180,0,76,0,31,0,31,31,31,0,Follow Me,Encore,Life Dew,Protect
Miraidon,Choice Scarf,Genderless,Hadron Engine,50,Electric,Modest,20,0,4,228,4,252,31,31,31,31,31,31,Electro Drift,Draco Meteor,Volt Switch,Snarl
Calyrex-Ice,Assault Vest,Genderless,As One,50,Fire,Adamant,252,116,0,0,0,140,31,31,31,31,31,31,Glacial Lance,High Horsepower,Throat Chop,Heavy Slam
Landorus,Focus Sash,Male,Sheer Force,50,Poison,Modest,4,0,0,252,0,252,31,0,31,31,31,31,Earth Power,Sludge Bomb,Taunt,Protect
Volcarona,Leftovers,Female,Flame Body,50,Dragon,Modest,252,0,4,12,4,236,31,0,31,31,31,31,Heat Wave,Bug Buzz,Quiver Dance,Protect
Sinistcha,Sitrus Berry,Genderless,Hospitality,50,Water,Bold,252,0,108,0,148,0,31,0,31,31,31,31,Matcha Gotcha,Rage Powder,Trick Room,Protect
Grimmsnarl,Light Clay,Male,Prankster,50,Ghost,Impish,252,4,236,0,4,12,31,31,31,31,31,31,Spirit Break,Fake Tears,Reflect,Light Screen
Calyrex-Ice,Assault Vest,Genderless,As One,50,Water,Adamant,156,156,4,0,4,188,31,31,31,31,31,31,Glacial Lance,Tera Blast,Heavy Slam,Crunch
Landorus,Life Orb,Male,Sheer Force,50,Water,Modest,52,0,20,180,4,252,31,0,31,31,31,31,Earth Power,Sandsear Storm,Sludge Bomb,Protect
Urshifu,Choice Band,Male,Unseen Fist,50,Ghost,Jolly,92,236,20,0,4,156,31,31,31,31,31,31,Close Combat,Wicked Blow,Poison Jab,Sucker Punch
Whimsicott,Focus Sash,Male,Prankster,50,Ghost,Timid,0,0,4,252,0,252,19,0,31,31,31,31,Moonblast,Cotton Spore,Endeavor,Tailwind
Ogerpon-Cornerstone,Cornerstone Mask,Female,Sturdy,50,Rock,Jolly,0,252,4,0,0,252,31,31,31,31,31,31,Ivy Cudgel,Power Whip,Follow Me,Spiky Shield
Miraidon,Choice Specs,Genderless,Hadron Engine,50,Electric,Timid,0,0,4,252,0,252,31,31,31,31,31,31,Volt Switch,Electro Drift,Draco Meteor,Discharge
Miraidon,Assault Vest,Genderless,Hadron Engine,50,Electric,Modest,12,0,12,244,28,196,31,31,31,31,31,31,Electro Drift,Draco Meteor,Parabolic Charge,Volt Switch
Lunala,Power Herb,Genderless,Shadow Shield,50,Fairy,Modest,100,0,44,180,4,180,31,0,31,31,31,31,Moongeist Beam,Moonblast,Meteor Beam,Wide Guard
Whimsicott,Mental Herb,Male,Prankster,50,Fire,Timid,252,0,0,4,228,12,31,0,31,31,31,31,Tailwind,Moonblast,Light Screen,Encore
Urshifu-Rapid-Strike,Focus Sash,Male,Unseen Fist,50,Water,Adamant,0,252,4,0,0,252,31,31,31,31,31,31,Surging Strikes,Aqua Jet,Close Combat,Detect
Farigiraf,Electric Seed,Female,Armor Tail,50,Ground,Calm,252,0,164,0,92,0,31,0,31,31,31,31,Psychic Noise,Helping Hand,Trick Room,Ally Switch
Ursaluna,Flame Orb,Male,Guts,50,Fairy,Adamant,12,252,44,0,44,156,31,31,31,31,31,31,Headlong Rush,Facade,Crunch,Protect
Grimmsnarl,Light Clay,Male,Prankster,50,Ghost,Careful,252,4,124,0,116,12,31,31,31,31,31,31,Spirit Break,Reflect,Light Screen,Thunder Wave
Miraidon,Assault Vest,Genderless,Hadron Engine,50,Electric,Modest,252,0,20,196,4,36,31,31,31,31,31,31,Electro Drift,Volt Switch,Draco Meteor,Snarl
Calyrex-Ice,Leftovers,Genderless,As One,50,Water,Adamant,252,36,4,0,212,4,31,31,31,31,31,31,Glacial Lance,Leech Seed,Trick Room,Protect
Incineroar,Rocky Helmet,Female,Intimidate,50,Bug,Impish,244,0,244,0,20,0,31,31,31,31,31,27,Knock Off,Parting Shot,Will-O-Wisp,Fake Out
Ursaluna,Flame Orb,Male,Guts,50,Fairy,Brave,252,252,4,0,0,0,31,31,31,31,31,0,Facade,Earthquake,Headlong Rush,Protect
Urshifu-Rapid-Strike,Mystic Water,Female,Unseen Fist,50,Water,Adamant,28,252,20,0,4,204,31,31,31,31,31,31,Surging Strikes,U-turn,Aqua Jet,Detect
Calyrex-Shadow,Life Orb,Genderless,As One (Spectrier),50,Dark,Blank,0,0,0,0,0,0,31,0,31,31,31,31,Astral Barrage,Psychic,Protect,Substitute
Ogerpon-Wellspring,Wellspring Mask,Female,Water Absorb,50,Water,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Ivy Cudgel,Taunt,Spiky Shield,Follow Me
Tornadus,Safety Goggles,Male,Prankster,50,Dark,Blank,0,0,0,0,0,0,31,0,31,31,31,31,Tailwind,Rain Dance,Protect,Bleakwind Storm
Zamazenta-Crowned,Rusted Shield,Female,Dauntless Shield,50,Ghost,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Body Press,Heavy Slam,Protect,Wide Guard
Ting-Lu,Assault Vest,Genderless,Vessel of Ruin,50,Fairy,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Throat Chop,Stomping Tantrum,Earthquake,Stone Edge
Indeedee-F,Rocky Helmet,Female,Psychic Surge,50,Fairy,Blank,0,0,0,0,0,0,31,0,31,31,31,31,Alluring Voice,Follow Me,Helping Hand,Trick Room
Whimsicott,Ability Shield,Male,Prankster,50,Dark,Bold,252,0,172,0,84,0,31,0,31,31,31,31,Moonblast,Tailwind,Cotton Spore,Fake Tears
Terapagos-Terastal,Life Orb,Male,Tera Shell,50,Stellar,Modest,28,0,44,252,4,180,31,15,31,31,31,31,Tera Starstorm,Earth Power,Dark Pulse,Protect
Calyrex-Shadow,Focus Sash,Genderless,As One (Spectrier),50,Ghost,Timid,0,0,124,132,0,252,31,0,31,31,31,31,Astral Barrage,Encore,Disable,Protect
Iron Valiant,Booster Energy,Genderless,Quark Drive,50,Dark,Timid,20,0,4,252,44,188,31,0,31,31,31,31,Moonblast,Encore,Disable,Protect
Ogerpon-Cornerstone,Cornerstone Mask,Female,Sturdy,50,Rock,Jolly,0,252,4,0,0,252,31,31,31,31,31,31,Ivy Cudgel,Brick Break,Follow Me,Spiky Shield
Brute Bonnet,Covert Cloak,Genderless,Protosynthesis,50,Water,Impish,252,4,164,0,20,68,31,31,31,31,31,31,Sucker Punch,Seed Bomb,Spore,Rage Powder
Calyrex-Shadow,Life Orb,Genderless,As One (Spectrier),50,Dark,Blank,0,0,0,0,0,0,31,0,31,31,31,31,Astral Barrage,Psychic,Protect,Agility
Zamazenta-Crowned,Rusted Shield,Male,Dauntless Shield,50,Fire,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Body Press,Heavy Slam,Wide Guard,Substitute
Chien-Pao,Focus Sash,Genderless,Sword of Ruin,50,Grass,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Ice Spinner,Sacred Sword,Ice Shard,Taunt
Volcarona,Rocky Helmet,Female,Flame Body,50,Water,Blank,0,0,0,0,0,0,31,0,31,31,31,31,Fiery Dance,Rage Powder,Tailwind,Struggle Bug
Rillaboom,Assault Vest,Male,Grassy Surge,50,Fire,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Grassy Glide,Fake Out,Drum Beating,U-turn
Brute Bonnet,Booster Energy,Genderless,Protosynthesis,50,Water,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Spore,Rage Powder,Clear Smog,Sucker Punch
Calyrex-Ice,Clear Amulet,Genderless,As One,50,Water,Adamant,252,116,12,0,60,68,31,31,31,31,31,31,Glacial Lance,High Horsepower,Trick Room,Protect
Miraidon,Assault Vest,Genderless,Hadron Engine,50,Electric,Modest,252,0,36,196,4,20,31,31,31,31,31,31,Electro Drift,Draco Meteor,Volt Switch,Snarl
Ursaluna,Flame Orb,Male,Guts,50,Ghost,Brave,252,236,0,0,20,0,31,31,31,31,31,0,Facade,Headlong Rush,Earthquake,Protect
Volcarona,Rocky Helmet,Female,Flame Body,50,Water,Bold,244,0,252,4,4,4,31,0,31,31,31,31,Fiery Dance,Rage Powder,Morning Sun,Will-O-Wisp
Annihilape,Choice Scarf,Male,Defiant,50,Dark,Jolly,252,4,0,0,0,252,31,31,31,31,31,31,Close Combat,Rage Fist,Final Gambit,U-turn
Grimmsnarl,Light Clay,Male,Prankster,50,Ghost,Careful,244,4,204,0,36,20,31,31,31,31,31,31,Spirit Break,Light Screen,Reflect,Thunder Wave
Lunala,Choice Specs,Genderless,Shadow Shield,50,Fairy,Modest,4,0,0,252,0,252,31,0,31,31,31,31,Moongeist Beam,Moonblast,Expanding Force,Dazzling Gleam
Kyogre,Choice Scarf,Genderless,Drizzle,50,Water,Timid,4,0,0,252,0,252,31,0,31,31,31,31,Water Spout,Icy Wind,Hydro Pump,Ice Beam
Indeedee-F,Focus Sash,Female,Psychic Surge,50,Grass,Relaxed,252,0,252,0,4,0,31,0,31,31,31,0,Follow Me,Helping Hand,Trick Room,Heal Pulse
Brute Bonnet,Rocky Helmet,Genderless,Protosynthesis,50,Fire,Impish,252,0,148,0,108,0,31,31,31,31,31,31,Rage Powder,Spore,Sucker Punch,Seed Bomb
Urshifu-Rapid-Strike,Covert Cloak,Female,Unseen Fist,50,Grass,Adamant,92,236,0,0,0,180,31,31,31,31,31,31,Detect,Surging Strikes,Close Combat,Taunt
Iron Hands,Assault Vest,Genderless,Quark Drive,50,Water,Brave,4,252,0,0,252,0,31,31,31,31,31,0,Fake Out,Drain Punch,Wild Charge,Low Kick
Lunala,Leftovers,Genderless,Shadow Shield,50,Fairy,Blank,0,0,0,0,0,0,31,0,31,31,31,31,Moongeist Beam,Dazzling Gleam,Wide Guard,Protect
Landorus,Choice Scarf,Male,Sheer Force,50,Water,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Earth Power,Sandsear Storm,Sludge Bomb,U-turn
Chien-Pao,Life Orb,Genderless,Sword of Ruin,50,Grass,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Icicle Crash,Ice Shard,Sucker Punch,Protect
Urshifu-Rapid-Strike,Focus Sash,Male,Unseen Fist,50,Stellar,Blank,0,0,0,0,0,0,31,31,31,31,31,31,Surging Strikes,Close Combat,Aqua Jet,Detect
Raging Bolt,Assault Vest,Genderless,Protosynthesis,50,Electric,Blank,0,0,0,0,0,0,31,20,31,31,31,31,Thunderclap,Draco Meteor,Electroweb,Thunderbolt
Volcarona,Safety Goggles,Female,Flame Body,50,Water,Blank,0,0,0,0,0,0,31,0,31,31,31,31,Fiery Dance,Will-O-Wisp,Rage Powder,Protect
Calyrex-Ice,Leftovers,Genderless,As One,50,Water,Relaxed,252,0,100,0,156,0,31,31,31,31,31,0,Protect,Glacial Lance,Leech Seed,Trick Room
Ho-Oh,Rocky Helmet,Genderless,Regenerator,50,Dragon,Adamant,252,0,220,0,0,36,31,31,31,31,31,31,Protect,Sacred Fire,Recover,Whirlwind
Iron Valiant,Booster Energy,Genderless,Quark Drive,50,Steel,Timid,252,0,84,4,28,140,31,0,31,31,31,31,Protect,Moonblast,Coaching,Disable
Ting-Lu,Choice Band,Genderless,Vessel of Ruin,50,Fire,Brave,4,252,0,0,252,0,31,31,31,31,31,0,Stomping Tantrum,Lash Out,Rock Slide,Earthquake
Toxapex,Mental Herb,Male,Regenerator,50,Dark,Sassy,252,0,108,0,148,0,31,0,31,31,31,0,Baneful Bunker,Infestation,Wide Guard,Toxic Spikes
Glimmora,Assault Vest,Male,Toxic Debris,50,Grass,Modest,252,0,0,0,196,60,31,31,31,31,31,31,Sludge Bomb,Power Gem,Earth Power,Mortal Spin
Miraidon,Assault Vest,Genderless,Hadron Engine,50,Electric,Modest,124,0,0,196,0,188,31,31,31,31,31,31,Electro Drift,Dragon Pulse,Volt Switch,Parabolic Charge
Ho-Oh,Leftovers,Genderless,Regenerator,50,Electric,Adamant,252,156,76,0,4,20,31,31,31,31,31,31,Sacred Fire,Brave Bird,Protect,Tailwind
Grimmsnarl,Light Clay,Male,Prankster,50,Fire,Careful,252,12,36,0,204,4,31,31,31,31,31,31,Spirit Break,Reflect,Light Screen,Parting Shot
Ursaluna,Flame Orb,Male,Guts,50,Ghost,Brave,252,252,4,0,0,0,31,31,31,31,31,0,Facade,Headlong Rush,Earthquake,Protect
Sinistcha,Rocky Helmet,Genderless,Hospitality,50,Water,Bold,252,0,228,4,20,4,31,0,31,31,31,31,Foul Play,Rage Powder,Life Dew,Trick Room
Sneasler,Electric Seed,Male,Unburden,50,Dark,Adamant,204,76,116,0,4,108,31,31,31,31,31,31,Throat Chop,Close Combat,Protect,Coaching
Calyrex-Shadow,Choice Scarf,Genderless,As One (Spectrier),50,Ghost,Timid,92,0,4,252,4,156,31,0,31,31,31,31,Astral Barrage,Psychic,Will-O-Wisp,Trick
Lunala,Rocky Helmet,Genderless,Shadow Shield,50,Fairy,Modest,132,0,108,180,4,84,31,0,31,31,31,31,Moongeist Beam,Moonblast,Wide Guard,Trick Room
Incineroar,Assault Vest,Male,Intimidate,50,Grass,Adamant,252,196,4,0,44,12,31,31,31,31,31,31,Knock Off,Flare Blitz,Fake Out,U-turn
Urshifu-Rapid-Strike,Mystic Water,Female,Unseen Fist,50,Water,Adamant,44,236,4,0,172,52,31,31,31,31,31,31,Surging Strikes,U-turn,Aqua Jet,Detect
Rillaboom,Choice Band,Female,Grassy Surge,50,Fire,Adamant,140,252,4,0,84,28,31,31,31,31,31,31,Grassy Glide,Wood Hammer,High Horsepower,U-turn
Ting-Lu,Sitrus Berry,Genderless,Vessel of Ruin,50,Poison,Careful,252,0,12,0,244,0,31,31,31,31,31,31,Ruination,Heavy Slam,Stealth Rock,Whirlwind
Calyrex-Shadow,Focus Sash,Genderless,As One (Spectrier),50,Normal,Timid,4,0,0,252,0,252,31,0,31,31,31,31,Astral Barrage,Psychic,Encore,Protect
Zamazenta-Crowned,Rusted Shield,Male,Dauntless Shield,50,Ghost,Impish,244,0,244,0,0,20,31,31,31,31,31,31,Body Press,Heavy Slam,Wide Guard,Protect
Chien-Pao,Life Orb,Genderless,Sword of Ruin,50,Stellar,Jolly,28,220,4,0,4,252,31,31,31,31,31,31,Icicle Crash,Sucker Punch,Sacred Sword,Protect
Raging Bolt,Magnet,Genderless,Protosynthesis,50,Electric,Modest,228,0,252,20,4,4,31,20,31,31,31,31,Thunderbolt,Thunderclap,Dragon Pulse,Protect
Rillaboom,Assault Vest,Male,Grassy Surge,50,Fire,Adamant,156,116,4,0,220,12,31,31,31,31,31,31,Wood Hammer,Grassy Glide,U-turn,Fake Out
Amoonguss,Rocky Helmet,Male,Regenerator,50,Water,Bold,236,0,236,0,36,0,31,0,31,31,31,26,Sludge Bomb,Spore,Rage Powder,Protect
Zamazenta-Crowned,Rusted Shield,Female,Dauntless Shield,50,Grass,Impish,4,0,252,0,0,252,31,31,31,31,31,31,Body Press,Heavy Slam,Wide Guard,Coaching
Kyogre,Sitrus Berry,Genderless,Drizzle,50,Grass,Modest,228,0,156,116,4,0,31,0,31,31,31,28,Water Spout,Hydro Pump,Ice Beam,Protect
