name,item,ability,nature,evs.ev_hp,evs.ev_attack,evs.ev_defense,evs.ev_special_attack,evs.ev_special_defense,evs.ev_speed,ivs.iv_hp,ivs.iv_attack,ivs.iv_defense,ivs.iv_special_attack,ivs.iv_special_defense,ivs.iv_speed,moves.move_1,moves.move_2,moves.move_3,moves.move_4
Calyrex-Shadow,3,2,5,44,36,84,124,4,252,31,0,31,24,31,0,Astral Barrage,Psychic,Encore,Protect
Sneasler,2,2,1,252,4,84,252,36,132,0,0,18,11,0,0,Close Combat,Toxic Spikes,Rock Tomb,Fake Out
Ditto,3,3,2,252,76,124,4,100,28,19,30,31,12,31,0,Transform,Low Kick,Wild Charge,Fake Out
Dondozo,0,0,1,124,156,4,212,148,76,31,0,31,20,31,0,Protect,Wave Crash,Earthquake,Heavy Slam
Tatsugiri-Droopy,3,6,2,252,252,252,4,4,4,0,0,31,20,31,0,Draco Meteor,Helping Hand,Taunt,Protect
Calyrex-Shadow,3,2,5,4,84,84,164,4,252,0,0,31,16,31,0,Astral Barrage,Psychic,Encore,Protect
Kyogre,2,1,3,172,36,84,252,4,20,31,0,0,24,31,0,Water Spout,Ice Beam,Origin Pulse,Protect
Incineroar,3,2,2,252,4,180,252,4,68,0,0,18,11,0,0,Knock Off,Fake Out,Will-O-Wisp,Parting Shot
Rillaboom,3,1,1,252,84,4,4,164,4,19,30,31,12,31,0,Wood Hammer,Grassy Glide,U-turn,Fake Out
Roaring Moon,2,2,5,4,124,212,212,4,164,31,0,31,20,31,0,Knock Off,Acrobatics,Tailwind,Protect
Urshifu-Rapid-Strike,2,3,1,4,252,252,4,4,252,0,0,31,20,31,0,Surging Strikes,Close Combat,Aqua Jet,U-turn
Zacian-Crowned,2,2,5,28,252,4,164,52,172,0,0,31,16,31,0,Behemoth Blade,Sacred Sword,Play Rough,Protect
Eternatus,0,4,5,76,36,12,252,4,164,31,0,0,24,31,0,Dynamax Cannon,Sludge Wave,Flamethrower,Protect
Tornadus,3,3,5,4,4,84,164,4,252,0,0,18,11,0,0,Bleakwind Storm,Rain Dance,Tailwind,Protect
Roaring Moon,2,2,5,132,4,252,4,4,116,19,30,31,12,31,0,Knock Off,Earthquake,Tailwind,Protect
Urshifu-Rapid-Strike,2,3,1,12,164,4,212,140,188,31,0,31,20,31,0,Surging Strikes,Close Combat,Aqua Jet,U-turn
Incineroar,3,2,2,252,252,180,4,76,252,0,0,31,20,31,0,Knock Off,U-turn,Fake Out,Flare Blitz
Calyrex-Shadow,2,2,5,28,252,4,252,52,252,0,0,31,16,31,0,Astral Barrage,Psychic,Nasty Plot,Protect
Ogerpon-Hearthflame,2,3,1,252,36,92,252,4,156,31,0,0,24,31,0,Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield
Urshifu-Rapid-Strike,2,3,1,4,252,84,164,4,252,0,0,18,11,0,0,Surging Strikes,Close Combat,Aqua Jet,U-turn
Chien-Pao,3,2,1,132,252,4,4,4,252,19,30,31,12,31,0,Icicle Crash,Throat Chop,Sucker Punch,Protect
Zamazenta-Crowned,2,2,2,252,164,100,212,140,156,31,0,31,20,31,0,Heavy Slam,Body Press,Wide Guard,Protect
Rillaboom,3,1,1,252,252,4,4,252,252,0,0,31,20,31,0,Grassy Glide,Wood Hammer,U-turn,Fake Out
Calyrex-Ice,3,2,1,252,116,4,252,108,28,0,0,31,16,31,0,Glacial Lance,High Horsepower,Protect,Trick Room
Miraidon,2,1,3,68,36,4,220,4,212,31,0,0,24,31,0,Electro Drift,Draco Meteor,Dazzling Gleam,Volt Switch
Iron Hands,3,2,1,172,212,84,164,124,252,0,0,18,11,0,0,Wild Charge,Low Kick,Fake Out,Volt Switch
Farigiraf,2,0,2,228,252,156,4,124,252,19,0,31,12,31,0,Psychic Noise,Foul Play,Helping Hand,Trick Room
Ditto,2,3,4,252,164,100,212,252,156,31,30,31,20,31,0,Transform,Body Press,Wide Guard,Protect
Urshifu,3,3,4,4,252,4,4,252,252,0,0,31,20,31,0,Wicked Blow,Sucker Punch,Close Combat,Detect
Miraidon,2,1,3,68,116,4,220,4,212,0,0,31,16,31,0,Electro Drift,Volt Switch,Draco Meteor,Dazzling Gleam
Zacian-Crowned,2,2,5,92,252,4,220,4,164,31,0,0,24,31,0,Behemoth Blade,Play Rough,Sacred Sword,Protect
Ogerpon-Hearthflame,2,3,2,252,4,188,164,28,36,0,0,18,11,0,0,Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield
Whimsicott,3,3,4,252,252,156,4,148,108,19,0,31,12,31,0,Moonblast,Tailwind,Light Screen,Encore
Iron Hands,3,2,1,20,236,100,212,252,156,31,30,31,20,31,0,Wild Charge,Low Kick,Fake Out,Volt Switch
Farigiraf,2,0,4,236,252,124,4,124,20,0,0,31,20,31,0,Psychic Noise,Foul Play,Helping Hand,Trick Room
Koraidon,3,1,5,4,252,4,220,4,252,0,0,31,16,31,0,Collision Course,Flare Blitz,Flame Charge,Protect
Lunala,2,4,3,92,252,108,212,4,92,31,0,0,24,31,0,Moongeist Beam,Meteor Beam,Trick Room,Wide Guard
Raging Bolt,3,2,3,132,4,4,180,4,188,0,20,18,11,0,0,Thunderclap,Thunderbolt,Electroweb,Draco Meteor
Ogerpon-Hearthflame,2,3,1,252,100,52,4,4,100,19,0,31,12,31,0,Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield
Whimsicott,3,3,5,20,236,4,252,252,252,31,0,31,20,31,0,Moonblast,Encore,Tailwind,Protect
Ursaluna-Bloodmoon,2,3,3,164,252,124,252,92,20,0,0,31,20,31,0,Blood Moon,Hyper Voice,Earth Power,Protect
Miraidon,2,1,5,4,252,4,252,4,252,0,0,31,16,31,0,Draco Meteor,Overheat,Electro Drift,Volt Switch
Calyrex-Shadow,2,2,5,4,252,108,252,4,252,31,0,0,24,31,0,Astral Barrage,Protect,Taunt,Hyper Beam
Dondozo,0,3,4,252,4,4,180,252,188,0,20,18,11,0,0,Protect,Body Press,Earthquake,Order Up
Tatsugiri-Droopy,3,6,3,4,100,52,252,4,252,19,0,31,12,31,0,Muddy Water,Draco Meteor,Helping Hand,Protect
Weezing-Galar,3,5,2,244,236,4,252,252,12,31,0,31,20,31,0,Strange Steam,Poison Gas,Toxic Spikes,Protect
Iron Hands,3,2,1,188,164,28,252,92,36,0,0,31,20,31,0,Drain Punch,Heavy Slam,Fake Out,Volt Switch
Koraidon,3,1,1,140,252,4,252,4,108,0,0,31,16,31,0,Flare Blitz,Collision Course,Flame Charge,Protect
Giratina-Origin,2,0,1,92,252,100,252,36,28,31,0,0,24,31,0,Poltergeist,Breaking Swipe,Shadow Sneak,Protect
Tornadus,3,3,5,252,4,84,20,4,148,0,0,18,11,0,0,Bleakwind Storm,Sunny Day,Tailwind,Protect
Great Tusk,2,2,1,4,252,52,252,4,252,19,0,31,12,31,0,Headlong Rush,Close Combat,Earthquake,Knock Off
Flutter Mane,3,2,5,4,236,4,252,252,252,31,0,31,20,31,0,Dazzling Gleam,Icy Wind,Moonblast,Thunder Wave
Chi-Yu,2,2,3,188,164,4,252,92,252,0,0,31,20,31,0,Dark Pulse,Overheat,Snarl,Heat Wave
Iron Jugulis,3,2,5,252,252,36,68,36,116,0,0,31,16,31,0,Dragon Cheer,Air Slash,Snarl,Tailwind
Miraidon,2,1,3,252,252,4,220,12,20,31,0,0,24,31,0,Draco Meteor,Discharge,Protect,Dazzling Gleam
Ursaluna,2,2,1,140,236,84,20,132,148,0,0,18,11,0,0,Facade,Protect,Headlong Rush,Earthquake
Palkia,2,6,3,116,252,132,132,124,4,19,0,31,12,31,0,Spacial Rend,Hydro Pump,Trick Room,Psych Up
Iron Moth,2,2,5,44,236,116,92,4,252,31,0,31,20,31,0,Meteor Beam,Protect,Sludge Wave,Fiery Dance
Ogerpon-Cornerstone,2,4,5,188,252,4,252,4,252,0,0,31,20,31,0,Ivy Cudgel,Power Whip,Follow Me,Spiky Shield
Miraidon,2,1,3,252,252,28,196,4,28,0,0,31,16,31,0,Electro Drift,Volt Switch,Dazzling Gleam,Draco Meteor
Koraidon,2,1,5,4,252,4,220,12,252,31,0,0,24,31,0,Close Combat,Flare Blitz,Flame Charge,Protect
Flutter Mane,3,2,5,4,236,84,252,132,252,0,0,18,11,0,0,Moonblast,Shadow Ball,Icy Wind,Protect
Raging Bolt,3,2,3,180,252,68,180,4,76,19,20,31,12,31,0,Rising Voltage,Draco Meteor,Thunderclap,Electroweb
Incineroar,3,2,2,244,4,244,92,12,4,31,0,31,20,31,0,Flare Blitz,Knock Off,U-turn,Fake Out
Ogerpon-Cornerstone,2,4,1,188,236,52,252,4,220,0,0,31,20,31,0,Ivy Cudgel,Power Whip,Follow Me,Spiky Shield
Calyrex-Shadow,3,2,5,140,252,76,36,4,252,0,0,31,16,31,0,Protect,Astral Barrage,Psychic,Nasty Plot
Koraidon,2,1,1,28,196,4,220,28,252,31,0,0,24,31,0,Protect,Close Combat,Flare Blitz,Flame Charge
Whimsicott,3,3,5,236,236,12,4,124,132,0,0,18,11,0,0,Moonblast,Tailwind,Cotton Spore,Light Screen
Clefairy,3,6,2,252,252,252,180,4,76,19,0,31,12,31,0,Protect,Follow Me,After You,Helping Hand
Walking Wake,3,2,5,12,4,4,236,4,252,31,0,31,20,31,0,Hydro Steam,Flamethrower,Snarl,Draco Meteor
Chien-Pao,3,2,5,188,252,4,252,4,252,0,0,31,20,31,0,Protect,Ice Spinner,Throat Chop,Sucker Punch
Calyrex-Shadow,2,2,5,140,252,76,36,4,252,0,0,31,16,31,0,Astral Barrage,Expanding Force,Nasty Plot,Protect
Koraidon,3,1,1,28,196,4,220,28,252,31,0,0,24,31,0,Collision Course,Flare Blitz,Flame Charge,Protect
Chi-Yu,2,2,5,236,236,12,4,124,132,0,0,18,11,0,0,Overheat,Dark Pulse,Heat Wave,Snarl
Flutter Mane,3,2,2,252,252,252,180,4,76,19,0,31,12,31,0,Moonblast,Shadow Ball,Icy Wind,Protect
Raging Bolt,3,2,5,12,4,4,236,4,252,31,20,31,20,31,0,Thunderbolt,Thunderclap,Draco Meteor,Electroweb
Indeedee-F,3,1,5,188,252,4,252,4,252,0,0,31,20,31,0,Imprison,Helping Hand,Follow Me,Trick Room
Terapagos,0,3,5,140,252,76,36,4,252,0,15,31,16,31,0,Tera Starstorm,Substitute,Calm Mind,Protect
Zamazenta-Crowned,2,2,1,28,196,4,220,28,252,31,0,0,24,31,0,Body Press,Heavy Slam,Wide Guard,Protect
Rillaboom,3,1,5,236,236,12,4,124,132,0,0,18,11,0,0,Drum Beating,Fake Out,Grassy Glide,U-turn
Urshifu-Rapid-Strike,2,3,2,252,252,252,180,4,76,19,0,31,12,31,0,Surging Strikes,Close Combat,Aqua Jet,U-turn
Gengar,3,4,5,12,4,4,236,4,252,31,0,31,20,31,0,Acid Spray,Dazzling Gleam,Icy Wind,Destiny Bond
Volbeat,3,3,5,188,252,4,252,4,252,0,0,31,20,31,0,Struggle Bug,Tailwind,Rain Dance,Light Screen
Zamazenta-Crowned,2,2,2,12,252,244,36,4,252,0,15,31,16,31,0,Body Press,Heavy Slam,Wide Guard,Protect
Calyrex-Shadow,3,2,5,4,196,4,252,28,252,31,0,0,24,31,0,Astral Barrage,Psychic,Encore,Protect
Tornadus,3,3,2,68,236,196,68,4,172,0,0,18,11,0,0,Bleakwind Storm,Tailwind,Rain Dance,Protect
Urshifu-Rapid-Strike,2,3,1,140,196,20,180,44,108,19,0,31,12,31,0,Surging Strikes,Close Combat,Aqua Jet,Detect
Rillaboom,3,1,1,244,36,4,236,220,4,31,0,31,20,31,0,Wood Hammer,Grassy Glide,U-turn,Fake Out
Chien-Pao,2,2,5,188,252,4,252,4,252,0,0,31,20,31,0,Sucker Punch,Icicle Crash,Ice Shard,Protect
Calyrex-Shadow,2,2,5,108,252,36,100,12,252,0,15,31,16,31,0,Astral Barrage,Giga Drain,Nasty Plot,Protect
Zamazenta-Crowned,2,2,2,12,196,244,252,28,252,31,0,0,24,31,0,Body Press,Behemoth Bash,Wide Guard,Protect
Smeargle,3,2,5,12,236,244,68,4,252,0,0,18,11,0,0,Fake Out,Spore,Follow Me,Wide Guard
Incineroar,3,2,2,244,4,188,180,60,12,19,0,31,12,31,0,Knock Off,Taunt,Parting Shot,Fake Out
Rillaboom,3,1,1,244,36,4,236,220,4,31,0,31,20,31,0,Wood Hammer,Grassy Glide,U-turn,Fake Out
Ogerpon-Hearthflame,2,3,1,236,92,100,252,4,76,0,0,31,20,31,0,Ivy Cudgel,Grassy Glide,Follow Me,Spiky Shield
Terapagos-Terastal,0,4,2,172,252,52,132,4,148,0,15,31,16,31,0,Tera Starstorm,Earth Power,Protect,Calm Mind
Incineroar,3,2,2,244,4,188,252,60,12,31,0,0,24,31,0,Fake Out,Flare Blitz,Knock Off,Parting Shot
Koraidon,2,1,5,4,252,244,68,4,252,0,0,18,11,0,0,Flare Blitz,Close Combat,Flame Charge,Protect
Flutter Mane,3,2,5,4,4,188,252,60,252,19,0,31,12,31,0,Moonblast,Shadow Ball,Icy Wind,Protect
Raging Bolt,3,2,3,188,36,132,108,4,76,31,0,31,20,31,0,Thunderbolt,Thunderclap,Snarl,Draco Meteor
Ogerpon-Cornerstone,2,4,5,4,252,100,252,4,252,0,0,31,20,31,0,Ivy Cudgel,Power Whip,Follow Me,Spiky Shield
Koraidon,2,1,5,4,252,52,132,4,252,0,15,31,16,31,0,Flare Blitz,Flame Charge,Close Combat,Protect
Lunala,2,4,3,140,4,4,180,4,180,31,0,0,24,31,0,Moongeist Beam,Meteor Beam,Wide Guard,Trick Room
Chi-Yu,2,2,3,132,252,4,116,4,252,0,0,18,11,0,0,Overheat,Heat Wave,Dark Pulse,Snarl
Ursaluna,2,2,1,252,252,188,252,4,252,19,0,31,12,31,0,Facade,Earthquake,Headlong Rush,Protect
Brute Bonnet,3,2,2,252,4,132,108,116,4,31,0,31,20,31,0,Seed Bomb,Sucker Punch,Spore,Rage Powder
Flutter Mane,3,2,5,4,252,100,252,4,252,0,0,31,20,31,0,Moonblast,Icy Wind,Shadow Ball,Protect
Terapagos-Terastal,0,4,2,172,252,52,132,4,148,0,15,31,16,31,0,Tera Starstorm,Earth Power,Protect,Calm Mind
Incineroar,3,2,2,244,4,188,180,60,12,31,0,0,24,31,0,Knock Off,Fake Out,Parting Shot,Will-O-Wisp
Rillaboom,3,1,1,244,36,4,116,220,4,0,0,18,11,0,0,Grassy Glide,Wood Hammer,Fake Out,U-turn
Ogerpon-Cornerstone,2,4,5,12,188,52,252,4,252,19,0,31,12,31,0,Ivy Cudgel,Spiky Shield,Follow Me,Power Whip
Flutter Mane,2,2,5,108,4,188,108,116,212,31,0,31,20,31,0,Moonblast,Icy Wind,Thunder Wave,Taunt
Calyrex-Shadow,3,2,5,4,252,100,252,4,252,0,0,31,20,31,0,Astral Barrage,Protect,Will-O-Wisp,Pollen Puff
Koraidon,3,1,1,100,196,4,132,4,204,0,15,31,16,31,0,Collision Course,Flare Blitz,Protect,Flame Charge
Calyrex-Shadow,2,2,5,28,4,4,220,4,252,31,0,0,24,31,0,Astral Barrage,Expanding Force,Protect,Substitute
Indeedee-F,3,1,2,252,36,252,116,4,4,0,0,18,11,0,0,Psychic,Follow Me,Helping Hand,Trick Room
Chi-Yu,2,2,3,4,188,52,252,4,252,19,0,31,12,31,0,Heat Wave,Dark Pulse,Snarl,Overheat
Whimsicott,3,3,5,4,4,188,252,116,252,31,0,31,20,31,0,Moonblast,Encore,Helping Hand,Tailwind
Brute Bonnet,3,2,2,252,4,132,252,116,4,0,0,31,20,31,0,Seed Bomb,Sucker Punch,Spore,Rage Powder
Miraidon,2,1,1,100,196,4,132,4,204,0,15,31,16,31,0,Electro Drift,Dazzling Gleam,Volt Switch,Draco Meteor
Calyrex-Ice,3,2,5,28,4,4,220,4,252,31,0,0,24,31,0,Glacial Lance,High Horsepower,Trick Room,Protect
Iron Hands,3,2,2,252,36,252,116,4,4,0,0,18,11,0,0,Drain Punch,Low Kick,Fake Out,Wild Charge
Ogerpon-Cornerstone,2,4,3,4,188,52,252,4,252,19,0,31,12,31,0,Ivy Cudgel,Power Whip,Follow Me,Spiky Shield
Farigiraf,2,0,5,4,4,188,252,116,252,31,0,31,20,31,0,Foul Play,Psychic,Trick Room,Helping Hand
Iron Valiant,3,2,2,252,4,132,252,116,4,0,0,31,20,31,0,Moonblast,Protect,Wide Guard,Coaching
Calyrex-Ice,3,2,1,252,196,4,132,60,204,0,15,31,16,31,0,Glacial Lance,High Horsepower,Trick Room,Protect
Miraidon,2,1,5,4,4,4,252,4,252,31,0,0,24,31,0,Dazzling Gleam,Volt Switch,Electro Drift,Draco Meteor
Farigiraf,2,0,2,204,36,164,4,108,28,0,0,18,11,0,0,Psychic,Trick Room,Foul Play,Helping Hand
Incineroar,3,2,2,244,4,188,252,60,12,19,0,31,12,31,0,Flare Blitz,Fake Out,Knock Off,U-turn
Urshifu-Rapid-Strike,3,3,1,4,252,188,252,4,252,31,0,31,20,31,0,Close Combat,Surging Strikes,Aqua Jet,Detect
Landorus,2,2,3,4,4,132,252,116,252,0,0,31,20,31,0,Earth Power,Sandsear Storm,Sludge Bomb,Psychic
Lunala,2,4,3,140,196,4,180,4,180,0,15,31,16,31,0,Moongeist Beam,Meteor Beam,Wide Guard,Trick Room
Koraidon,3,1,1,100,196,4,252,4,204,31,0,0,24,31,0,Collision Course,Flare Blitz,Flame Charge,Protect
Chi-Yu,2,2,3,132,36,4,116,4,252,0,0,18,11,0,0,Heat Wave,Dark Pulse,Overheat,Snarl
Flutter Mane,3,2,5,4,4,188,252,60,252,19,0,31,12,31,0,Moonblast,Shadow Ball,Icy Wind,Protect
Brute Bonnet,3,2,2,252,4,132,252,116,4,31,0,31,20,31,0,Spore,Rage Powder,Seed Bomb,Sucker Punch
Ditto,2,3,2,252,4,252,252,4,252,0,0,31,20,31,0,Transform,Sandsear Storm,Sludge Bomb,Psychic
Lunala,0,4,3,252,196,44,196,4,12,0,15,31,16,31,0,Moongeist Beam,Dazzling Gleam,Calm Mind,Protect
Rillaboom,3,1,5,132,116,4,252,4,252,31,0,0,24,31,0,Drum Beating,Grassy Glide,U-turn,Fake Out
Miraidon,2,1,5,4,36,4,252,4,252,0,0,18,11,0,0,Volt Switch,Electro Drift,Draco Meteor,Dazzling Gleam
Urshifu,3,3,1,4,252,188,252,4,252,19,0,31,12,31,0,Wicked Blow,Detect,Close Combat,Sucker Punch
Whimsicott,3,3,5,156,4,132,252,244,108,31,0,31,20,31,0,Moonblast,Encore,Tailwind,Light Screen
Volcarona,3,4,2,244,4,252,4,4,4,0,0,31,20,31,0,Will-O-Wisp,Rage Powder,Fiery Dance,Struggle Bug
Zamazenta-Crowned,2,2,2,12,196,244,196,4,252,0,15,31,16,31,0,Body Press,Heavy Slam,Wide Guard,Protect
Calyrex-Shadow,2,2,5,28,116,4,220,4,252,31,0,0,24,31,0,Astral Barrage,Psychic,Encore,Protect
Urshifu-Rapid-Strike,2,3,1,140,196,20,252,44,108,0,0,18,11,0,0,Surging Strikes,Close Combat,Aqua Jet,Detect
Rillaboom,3,1,1,244,36,4,252,220,4,19,0,31,12,31,0,Wood Hammer,Grassy Glide,U-turn,Fake Out
Tornadus,3,3,2,68,4,196,68,4,172,31,0,31,20,31,0,Bleakwind Storm,Tailwind,Rain Dance,Protect
Chien-Pao,3,2,5,244,252,4,4,4,252,0,0,31,20,31,0,Icicle Crash,Sacred Sword,Sucker Punch,Protect
Zamazenta-Crowned,2,2,2,12,196,244,196,4,252,0,15,31,16,31,0,Body Press,Behemoth Bash,Wide Guard,Protect
Calyrex-Shadow,3,2,5,4,116,4,252,4,252,31,0,0,24,31,0,Astral Barrage,Psychic,Encore,Protect
Tornadus,3,3,2,68,196,196,68,4,172,0,0,18,11,0,0,Bleakwind Storm,Tailwind,Rain Dance,Protect
Urshifu-Rapid-Strike,2,3,1,140,196,20,252,44,108,19,0,31,12,31,0,Surging Strikes,Aqua Jet,Taunt,Detect
Rillaboom,3,1,1,244,36,4,68,220,4,31,0,31,20,31,0,Wood Hammer,Grassy Glide,Knock Off,Fake Out
Chien-Pao,2,2,5,244,252,4,4,4,252,0,0,31,20,31,0,Icicle Crash,Crunch,Ice Shard,Protect
Calyrex-Shadow,2,2,5,28,196,4,220,4,252,0,15,31,16,31,0,Protect,Astral Barrage,Psychic,Disable
Zamazenta-Crowned,2,2,2,12,116,244,252,4,252,31,0,0,24,31,0,Protect,Body Press,Behemoth Bash,Wide Guard
Chien-Pao,3,2,5,68,252,4,68,4,252,0,0,18,11,0,0,Protect,Icicle Crash,Sucker Punch,Throat Chop
Urshifu-Rapid-Strike,2,3,1,140,252,20,252,4,252,19,0,31,12,31,0,Surging Strikes,Close Combat,U-turn,Aqua Jet
Rillaboom,3,1,1,244,36,4,68,220,4,31,0,31,20,31,0,Wood Hammer,Grassy Glide,U-turn,Fake Out
Raging Bolt,2,2,3,188,252,132,180,4,4,0,20,31,20,31,0,Protect,Thunderbolt,Draco Meteor,Thunderclap
Zamazenta-Crowned,2,2,2,12,196,244,220,4,252,0,15,31,16,31,0,Body Press,Heavy Slam,Wide Guard,Protect
Calyrex-Shadow,3,2,5,12,116,244,252,4,252,31,0,0,24,31,0,Astral Barrage,Psychic,Encore,Protect
Tornadus,3,3,3,252,252,4,36,4,212,0,0,18,11,0,0,Bleakwind Storm,Tailwind,Rain Dance,Protect
Urshifu-Rapid-Strike,2,3,1,108,196,20,252,76,108,19,0,31,12,31,0,Surging Strikes,Close Combat,Aqua Jet,Detect
Rillaboom,3,1,1,252,116,20,68,76,44,31,0,31,20,31,0,Wood Hammer,Grassy Glide,U-turn,Fake Out
Chien-Pao,2,2,5,188,252,4,180,4,252,0,20,31,20,31,0,Sucker Punch,Icicle Crash,Ice Shard,Protect
Calyrex-Shadow,2,2,5,108,196,36,100,12,252,0,15,31,16,31,0,Astral Barrage,Giga Drain,Nasty Plot,Protect
Zamazenta-Crowned,2,2,2,12,116,244,252,4,252,31,0,0,24,31,0,Body Press,Behemoth Bash,Wide Guard,Protect
Smeargle,3,2,5,4,252,252,36,4,252,0,0,18,11,0,0,Fake Out,Spore,Follow Me,Wide Guard
Incineroar,3,2,2,252,4,188,252,60,4,19,0,31,12,31,0,Knock Off,Taunt,Parting Shot,Fake Out
Rillaboom,3,1,1,252,116,20,68,76,44,31,0,31,20,31,0,Wood Hammer,Grassy Glide,U-turn,Fake Out
Ogerpon-Hearthflame,2,3,1,188,76,12,180,44,188,0,20,31,20,31,0,Ivy Cudgel,Grassy Glide,Follow Me,Spiky Shield
Terapagos-Terastal,0,4,2,172,196,164,100,12,60,0,15,31,16,31,0,Tera Starstorm,Earth Power,Calm Mind,Protect
Incineroar,3,2,2,252,4,188,252,60,4,31,0,0,24,31,0,Fake Out,Flare Blitz,Knock Off,Parting Shot
Koraidon,2,1,5,4,252,252,36,4,252,0,0,18,11,0,0,Flare Blitz,Close Combat,Flame Charge,Protect
Flutter Mane,3,2,5,4,4,188,252,60,252,19,0,31,12,31,0,Moonblast,Shadow Ball,Icy Wind,Protect
Raging Bolt,3,2,3,188,116,132,100,4,84,31,0,31,20,31,0,Thunderbolt,Thunderclap,Snarl,Draco Meteor
Ogerpon-Cornerstone,2,4,5,188,252,12,180,4,252,0,20,31,20,31,0,Ivy Cudgel,Power Whip,Follow Me,Spiky Shield
Koraidon,2,1,5,172,252,164,100,4,252,0,15,31,16,31,0,Flare Blitz,Flame Charge,Close Combat,Protect
Lunala,2,4,3,116,4,108,252,4,28,31,0,0,24,31,0,Moongeist Beam,Meteor Beam,Wide Guard,Trick Room
Chi-Yu,2,2,3,140,252,252,116,4,252,0,0,18,11,0,0,Overheat,Heat Wave,Dark Pulse,Snarl
Ursaluna,2,2,1,252,252,188,252,4,252,19,0,31,12,31,0,Facade,Earthquake,Headlong Rush,Protect
Brute Bonnet,3,2,2,252,4,132,100,116,4,31,0,31,20,31,0,Seed Bomb,Sucker Punch,Spore,Rage Powder
Flutter Mane,3,2,5,188,252,12,252,4,252,0,20,31,20,31,0,Moonblast,Icy Wind,Shadow Ball,Protect
Terapagos,0,4,2,172,252,164,100,12,60,0,15,31,16,31,0,Tera Starstorm,Protect,Calm Mind,Earth Power
Incineroar,3,2,2,252,4,188,252,60,4,31,0,0,24,31,0,Knock Off,Fake Out,Parting Shot,Will-O-Wisp
Rillaboom,3,1,1,252,116,20,116,76,44,0,0,18,11,0,0,Grassy Glide,Wood Hammer,Fake Out,U-turn
Ogerpon-Cornerstone,2,4,5,252,252,188,252,4,252,19,0,31,12,31,0,Ivy Cudgel,Spiky Shield,Follow Me,Power Whip
Flutter Mane,2,2,5,196,4,140,4,4,164,31,0,31,20,31,0,Moonblast,Icy Wind,Thunder Wave,Taunt
Calyrex-Shadow,3,2,5,4,252,12,252,4,252,0,20,31,20,31,0,Astral Barrage,Protect,Will-O-Wisp,Pollen Puff
Koraidon,3,1,1,180,116,4,100,4,204,0,15,31,16,31,0,Collision Course,Flare Blitz,Protect,Flame Charge
Calyrex-Shadow,2,2,5,108,4,36,100,12,252,31,0,0,24,31,0,Astral Barrage,Expanding Force,Protect,Substitute
Indeedee-F,3,1,2,252,116,252,116,4,44,0,0,18,11,0,0,Psychic,Follow Me,Helping Hand,Trick Room
Chi-Yu,2,2,3,252,252,188,252,4,252,19,0,31,12,31,0,Heat Wave,Dark Pulse,Snarl,Overheat
Whimsicott,3,3,5,4,4,140,252,4,252,31,0,31,20,31,0,Moonblast,Encore,Helping Hand,Tailwind
Brute Bonnet,3,2,2,252,4,132,252,116,4,0,20,31,20,31,0,Seed Bomb,Sucker Punch,Spore,Rage Powder
Miraidon,2,1,3,52,116,4,244,4,204,0,15,31,16,31,0,Electro Drift,Dazzling Gleam,Volt Switch,Draco Meteor
Calyrex-Ice,3,2,5,252,116,4,100,132,4,31,0,0,24,31,0,Glacial Lance,High Horsepower,Trick Room,Protect
Iron Hands,3,2,1,4,204,4,116,252,44,0,0,18,11,0,0,Drain Punch,Low Kick,Fake Out,Wild Charge
Ogerpon-Cornerstone,2,4,5,252,252,188,252,4,252,19,0,31,12,31,0,Ivy Cudgel,Power Whip,Follow Me,Spiky Shield
Farigiraf,2,0,2,204,4,164,4,108,28,31,0,31,20,31,0,Foul Play,Psychic,Trick Room,Helping Hand
Iron Valiant,3,2,5,252,4,132,4,116,252,0,20,31,20,31,0,Moonblast,Protect,Wide Guard,Coaching
Calyrex-Ice,3,2,1,252,116,4,244,132,4,0,15,31,16,31,0,Glacial Lance,High Horsepower,Trick Room,Protect
Miraidon,2,1,3,52,116,4,244,4,204,31,0,0,24,31,0,Dazzling Gleam,Volt Switch,Electro Drift,Draco Meteor
Farigiraf,2,0,2,204,204,164,4,108,28,0,0,18,11,0,0,Psychic,Trick Room,Foul Play,Helping Hand
Incineroar,3,2,2,252,4,188,252,60,4,19,0,31,12,31,0,Flare Blitz,Fake Out,Knock Off,U-turn
Urshifu-Rapid-Strike,3,3,1,204,252,164,4,4,252,31,0,31,20,31,0,Close Combat,Surging Strikes,Aqua Jet,Detect
Landorus,2,2,3,4,4,4,236,12,252,0,20,31,20,31,0,Earth Power,Sandsear Storm,Sludge Bomb,Psychic
Lunala,2,4,3,116,116,108,252,4,28,0,15,31,16,31,0,Moongeist Beam,Meteor Beam,Wide Guard,Trick Room
Koraidon,3,1,1,172,116,12,244,4,204,31,0,0,24,31,0,Collision Course,Flare Blitz,Flame Charge,Protect
Chi-Yu,2,2,3,140,204,164,116,108,252,0,0,18,11,0,0,Heat Wave,Dark Pulse,Overheat,Snarl
Flutter Mane,3,2,5,4,4,188,252,60,252,19,0,31,12,31,0,Moonblast,Shadow Ball,Icy Wind,Protect
