At index: 0 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5686 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 5691 Name: Pelipper, Ability Category: 1, Ability Name: Drizzle 
At index: 5692 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5696 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 5701 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5703 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 5706 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5713 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 5719 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5724 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5730 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5736 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5742 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5750 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5757 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5760 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5765 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 5766 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5769 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5772 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5779 Name: Groudon, Ability Category: 1, Ability Name: Drought 
At index: 5784 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5785 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5790 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 5794 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 5799 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5802 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 5806 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5808 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5815 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5823 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5831 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5832 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5843 Name: Pelipper, Ability Category: 1, Ability Name: Drizzle 
At index: 5848 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5852 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5857 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5862 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5870 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5874 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5877 Name: Terapagos-Stellar, Ability Category: 1, Ability Name: Teraform Zero 
At index: 5878 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5880 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5882 Name: Pelipper, Ability Category: 1, Ability Name: Drizzle 
At index: 5886 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5891 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5894 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5902 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5904 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5910 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 5919 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5924 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 5928 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5934 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5940 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5946 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5955 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5963 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5969 Name: Pelipper, Ability Category: 1, Ability Name: Drizzle 
At index: 5974 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5978 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 5983 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 5988 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 5996 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 6000 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 6004 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 6006 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 6008 Name: Pelipper, Ability Category: 1, Ability Name: Drizzle 
At index: 6012 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 6017 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 6020 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 6028 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 6030 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 6037 Name: Terapagos-Stellar, Ability Category: 1, Ability Name: Teraform Zero 
At index: 6040 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 6043 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 6048 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 6049 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 6054 Name: Groudon, Ability Category: 1, Ability Name: Drought 
At index: 6064 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 6068 Name: Ninetales-Alola, Ability Category: 1, Ability Name: Snow Warning 
At index: 6069 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 6086 Name: Rillaboom, Ability Category: 1, Ability Name: Grassy Surge 
At index: 6088 Name: Pelipper, Ability Category: 1, Ability Name: Drizzle 
At index: 6091 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 6096 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 6107 Name: Indeedee-F, Ability Category: 1, Ability Name: Psychic Surge 
At index: 6109 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 6120 Name: Koraidon, Ability Category: 1, Ability Name: Orichalcum Pulse 
At index: 6127 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 6138 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 6145 Name: Pelipper, Ability Category: 1, Ability Name: Drizzle 
At index: 6147 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 6151 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 6156 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 6166 Name: Groudon, Ability Category: 1, Ability Name: Drought 
At index: 6175 Name: Kyogre, Ability Category: 1, Ability Name: Drizzle 
At index: 6180 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
At index: 6187 Name: Groudon, Ability Category: 1, Ability Name: Drought 
At index: 6193 Name: Miraidon, Ability Category: 1, Ability Name: Hadron Engine 
Set of Abilities: {'Hadron Engine', 'Drizzle', 'Psychic Surge', 'Drought', 'Sand Stream', 'Orichalcum Pulse', 'Psiratychic Surge', 'Snow Warning', 'Grassy Surge', 'Air Lock', 'Teraform Zero'}
