At index: 2 Name: Ursaluna-Bloodmoon, Ability Category: 3, Ability Name: Mind's Eye 
At index: 5972 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 5973 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5980 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 5981 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5984 Name: Ditto, Ability Category: 3, Ability Name: Imposter 
At index: 5986 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 5989 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 5992 Name: Ditto, Ability Category: 3, Ability Name: Imposter 
At index: 5998 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 5999 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 6007 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 6022 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 6032 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 6046 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 6047 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 6050 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 6059 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 6062 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 6071 Name: Dondozo, Ability Category: 3, Ability Name: Unaware 
At index: 6073 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 6078 Name: Terapagos, Ability Category: 3, Ability Name: Tera Shift 
At index: 6087 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 6095 Name: Thundurus, Ability Category: 3, Ability Name: Prankster 
At index: 6098 Name: Grimmsnarl, Ability Category: 3, Ability Name: Prankster 
At index: 6102 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 6104 Name: Ditto, Ability Category: 3, Ability Name: Imposter 
At index: 6106 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 6116 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 6118 Name: Dondozo, Ability Category: 3, Ability Name: Unaware 
At index: 6124 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 6125 Name: Ditto, Ability Category: 3, Ability Name: Imposter 
At index: 6130 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 6135 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 6139 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 6140 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 6144 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 6150 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 6152 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 6159 Name: Whimsicott, Ability Category: 3, Ability Name: Prankster 
At index: 6167 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
At index: 6173 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 6176 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 6177 Name: Tornadus, Ability Category: 3, Ability Name: Prankster 
At index: 6183 Name: Urshifu-Rapid-Strike, Ability Category: 3, Ability Name: Unseen Fist 
At index: 6188 Name: Ogerpon-Hearthflame, Ability Category: 3, Ability Name: Mold Breaker 
Set of Abilities: {'Unaware', 'Gale Wings', 'Turboblaze', 'Prankster', 'Skill Link', 'Mold Breaker', 'Pickpocket', "Mind's Eye", 'Imposter', 'Triage', 'Scrappy', 'Unseen Fist', 'Tera Shift'}
