At index: 1 Name: Sneasler, Ability Category: 2, Ability Name: Unburden 
At index: 4497 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 4498 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 4502 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 4503 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 4505 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4507 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 4508 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4510 Name: Smeargle, Ability Category: 2, Ability Name: Moody 
At index: 4514 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4515 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 4517 Name: Infernape, Ability Category: 2, Ability Name: Blaze 
At index: 4520 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 4522 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4524 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 4525 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 4528 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 4531 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4533 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4534 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 4536 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 4538 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 4540 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4542 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 4547 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 4550 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 4551 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 4552 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4553 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4557 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4559 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4561 Name: Smeargle, Ability Category: 2, Ability Name: Moody 
At index: 4563 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 4564 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 4565 Name: Roaring Moon, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4568 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 4571 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 4573 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 4574 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 4576 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4581 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 4582 Name: Regieleki, Ability Category: 2, Ability Name: Transistor 
At index: 4583 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4586 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4587 Name: Roaring Moon, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4588 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4591 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 4595 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4596 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 4600 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 4602 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4605 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 4609 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 4613 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4615 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 4617 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 4622 Name: Iron Treads, Ability Category: 2, Ability Name: Quark Drive 
At index: 4624 Name: Iron Bundle, Ability Category: 2, Ability Name: Quark Drive 
At index: 4625 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 4630 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 4631 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 4632 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4636 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One 
At index: 4639 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 4643 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 4644 Name: Iron Valiant, Ability Category: 2, Ability Name: Quark Drive 
At index: 4645 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 4646 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 4653 Name: Iron Crown, Ability Category: 2, Ability Name: Quark Drive 
At index: 4654 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4658 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4659 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4661 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 4662 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 4663 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 4668 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4670 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4672 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 4674 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 4676 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 4680 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4681 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One 
At index: 4682 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4683 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 4686 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4688 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 4689 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 4691 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4693 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4694 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 4695 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4696 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 4697 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 4698 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4699 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 4701 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4703 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 4707 Name: Walking Wake, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4711 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4714 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4715 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4716 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4719 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 4722 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 4725 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 4729 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4736 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One 
At index: 4737 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4738 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4741 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 4745 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4747 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4748 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4749 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4751 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4752 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 4754 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4755 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 4757 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 4759 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 4760 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4761 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4763 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4767 Name: Iron Treads, Ability Category: 2, Ability Name: Quark Drive 
At index: 4768 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 4769 Name: Iron Bundle, Ability Category: 2, Ability Name: Quark Drive 
At index: 4771 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 4775 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4779 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4780 Name: Sneasler, Ability Category: 2, Ability Name: Unburden 
At index: 4784 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 4787 Name: Iron Leaves, Ability Category: 2, Ability Name: Quark Drive 
At index: 4788 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 4790 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 4791 Name: Roaring Moon, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4796 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 4798 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4801 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 4802 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4807 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 4810 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 4815 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4817 Name: Ting-Lu, Ability Category: 2, Ability Name: Vessel of Ruin 
At index: 4819 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 4820 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4821 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 4825 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 4826 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 4832 Name: Jumpluff, Ability Category: 2, Ability Name: Chlorophyll 
At index: 4833 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4834 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4835 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4836 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 4838 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4839 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4843 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 4845 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4846 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4851 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4853 Name: Wo-Chien, Ability Category: 2, Ability Name: Tablets of Ruin 
At index: 4854 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 4859 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 4860 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 4862 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 4865 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 4867 Name: Zacian-Crowned, Ability Category: 2, Ability Name: Intrepid Sword 
At index: 4869 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 4872 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 4875 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 4880 Name: Gurdurr, Ability Category: 2, Ability Name: Iron Fist 
At index: 4881 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4883 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4884 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 4889 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4892 Name: Gallade, Ability Category: 2, Ability Name: Sharpness 
At index: 4893 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 4896 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 4897 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 4899 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 4900 Name: Hitmontop, Ability Category: 2, Ability Name: Intimidate 
At index: 4902 Name: Charizard, Ability Category: 2, Ability Name: Solar Power 
At index: 4905 Name: Lilligant-Hisui, Ability Category: 2, Ability Name: Chlorophyll 
At index: 4906 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4907 Name: Walking Wake, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4911 Name: Walking Wake, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4914 Name: Regidrago, Ability Category: 2, Ability Name: Dragon's Maw 
At index: 4916 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 4917 Name: Regieleki, Ability Category: 2, Ability Name: Transistor 
At index: 4918 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 4919 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 4921 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 4922 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4924 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4927 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 4929 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 4933 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 4935 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 4937 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4938 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 4939 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: asone 
At index: 4943 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 4948 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 4952 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 4953 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4954 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4957 Name: Zacian-Crowned, Ability Category: 2, Ability Name: Intrepid Sword 
At index: 4960 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 4966 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 4969 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: asone 
At index: 4970 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4972 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4976 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 4979 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 4980 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 4981 Name: Zacian-Crowned, Ability Category: 2, Ability Name: Intrepid Sword 
At index: 4985 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 4988 Name: Iron Treads, Ability Category: 2, Ability Name: Quark Drive 
At index: 4990 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 4992 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 4993 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 4997 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 4998 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 4999 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 5000 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 5003 Name: Smeargle, Ability Category: 2, Ability Name: Moody 
At index: 5004 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5006 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 5009 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5012 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 5013 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5014 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 5015 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5018 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 5019 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5021 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5022 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5023 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 5026 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 5028 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 5030 Name: Okidogi, Ability Category: 2, Ability Name: Guard Dog 
At index: 5033 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5036 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 5038 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5039 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5040 Name: Zacian-Crowned, Ability Category: 2, Ability Name: Intrepid Sword 
At index: 5043 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 5044 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 5048 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5049 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5050 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 5053 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5054 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 5057 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5060 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 5061 Name: Iron Treads, Ability Category: 2, Ability Name: Quark Drive 
At index: 5064 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 5065 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5069 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 5070 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5071 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 5072 Name: Smeargle, Ability Category: 2, Ability Name: Moody 
At index: 5073 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 5077 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 5079 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5080 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5084 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 5085 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 5086 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5087 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5089 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 5092 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5093 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5095 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5097 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 5099 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5101 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 5102 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 5105 Name: Iron Valiant, Ability Category: 2, Ability Name: Quark Drive 
At index: 5106 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 5109 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 5111 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 5114 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 5115 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5116 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5125 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5126 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 5129 Name: Roaring Moon, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5130 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 5131 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5135 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 5136 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 5137 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5141 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 5142 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5143 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 5144 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 5147 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5151 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 5153 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 5156 Name: Gallade, Ability Category: 2, Ability Name: Sharpness 
At index: 5159 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 5163 Name: Roaring Moon, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5167 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5168 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 5175 Name: Iron Treads, Ability Category: 2, Ability Name: Quark Drive 
At index: 5176 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 5180 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5182 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5183 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 5186 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5189 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 5191 Name: Zacian-Crowned, Ability Category: 2, Ability Name: Intrepid Sword 
At index: 5195 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 5196 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5200 Name: Walking Wake, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5201 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 5203 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 5207 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 5209 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 5210 Name: Iron Valiant, Ability Category: 2, Ability Name: Quark Drive 
At index: 5215 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 5221 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 5225 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 5226 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5227 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 5228 Name: Ting-Lu, Ability Category: 2, Ability Name: Vessel of Ruin 
At index: 5230 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 5232 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5233 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 5235 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 5236 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 5238 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5239 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 5241 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 5244 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5245 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 5246 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
